"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ATCC_51524","KPL3033","KPL3043","KPL3050","KPL3052","KPL3065","KPL3069","KPL3070","KPL3077","KPL3084","KPL3086","KPL3090","KPL3246","KPL3250","KPL3256","KPL3264","KPL3274","KPL3911","KPL1914","KPL1934_CDC4709_98","KPL1939_CDC4792_99","KPL1938_CDC4791_99","KPL1937_CDC4199_99","KPL1933_CDC4545_98","KPL1932_CDC4420_98","KPL1931_CDC4294_98","KPL1930_CDC2949_98","KPL1922_CDC39_95"
"GC_00001963","cloud","","5","5","1.0","NA","NA","","","","749","749","749.0","","KPL3033_CDS_1087","","","","","","","","","","","","","","","","","KPL1914_CDS_0267","","","KPL1938_CDC4791_99_CDS_1392","","","KPL1932_CDC4420_98_CDS_1569","","","KPL1922_CDC39_95_CDS_0030"
"GC_00001964","cloud","CRISPR-Cas system-associated integrase Cas1 (Cas1) (PDB:2YZS)","5","5","1.0","NA","NA","","","","914","914","914.0","","","","","","","","","KPL3077_CDS_1691","","","","KPL3246_CDS_0497","","","","","","","","","","","KPL1933_CDC4545_98_CDS_0337","","","KPL1930_CDC2949_98_CDS_1251","KPL1922_CDC39_95_CDS_0592"
"GC_00001965","cloud","Superfamily II DNA or RNA helicase (SSL2) (PDB:6JDE)","5","5","1.0","NA","NA","","","","1931","1934","1932.8","","KPL3033_CDS_0721","","","","","","","","","","KPL3090_CDS_0846","","KPL3250_CDS_0731","","","","","","KPL1934_CDC4709_98_CDS_1142","","","","","","","KPL1930_CDC2949_98_CDS_1404",""
"GC_00001966","cloud","","4","5","1.25","NA","NA","","","","254","254","254.0","ATCC_51524_CDS_1182","","","","KPL3052_CDS_0842","","","","","","","KPL3090_CDS_0121","","","","","","","","","","","","KPL1933_CDC4545_98_CDS_0334" "KPL1933_CDC4545_98_CDS_1192","","","",""
"GC_00001967","cloud","","5","5","1.0","NA","NA","","","","1232","1235","1233.2","","KPL3033_CDS_0722","","","","","","","","","","KPL3090_CDS_0847","","KPL3250_CDS_0732","","","","","","KPL1934_CDC4709_98_CDS_1143","","","","","","","KPL1930_CDC2949_98_CDS_1403",""
"GC_00001968","cloud","Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR)","5","5","1.0","NA","NA","","","","335","377","368.6","","","","KPL3050_CDS_0503","KPL3052_CDS_0498","","KPL3069_CDS_0508","","KPL3077_CDS_1708","","","","","","","","","","","KPL1934_CDC4709_98_CDS_0855","","","","","","","",""
"GC_00001969","cloud","Restriction endonuclease, type III RM system (PM0699)","4","5","1.25","NA","NA","","","","1046","3140","2480.6","","","","","KPL3052_CDS_0837","","","KPL3070_CDS_0769","","","","","","","","","KPL3274_CDS_0732" "KPL3274_CDS_0733","","","","","","","","KPL1932_CDC4420_98_CDS_0305","","",""
"GC_00001970","cloud","","5","5","1.0","NA","NA","","","","113","113","113.0","","","","","","","KPL3069_CDS_0106","","KPL3077_CDS_1310","","","","","","","","","","","","","KPL1938_CDC4791_99_CDS_1351","","","","","KPL1930_CDC2949_98_CDS_0525","KPL1922_CDC39_95_CDS_0073"
"GC_00001971","cloud","","5","5","1.0","NA","NA","","","","113","113","113.0","","","","","","","KPL3069_CDS_1821","","","","","","","KPL3250_CDS_1659","","KPL3264_CDS_1296","","","","KPL1934_CDC4709_98_CDS_0312","","","","","KPL1932_CDC4420_98_CDS_0932","","",""
"GC_00001972","cloud","ABC-type multidrug transport system, ATPase and permease component (MdlB) (PDB:2HYD)","5","5","1.0","NA","NA","","","","152","1793","1464.8","ATCC_51524_CDS_1680","KPL3033_CDS_1672","","","KPL3052_CDS_1681","","","","","","","","","","","","","","","KPL1934_CDC4709_98_CDS_0901","","","","","","","","KPL1922_CDC39_95_CDS_0918"
"GC_00001973","cloud","Clumping factor A-related surface protein, MSCRAMM (microbial surface components recognizing adhesive matrix molecules) family, DEv-IgG fold (ClfA) (PDB:1N67) (PUBMED:12485987)","4","5","1.25","NA","NA","","","","3326","13046","9423.2","","KPL3033_CDS_1028","","","KPL3052_CDS_1151" "KPL3052_CDS_1150","","KPL3069_CDS_1137","","","","","","","","","KPL3264_CDS_0177","","","","","","","","","","","",""
"GC_00001974","cloud","","5","5","1.0","NA","NA","","","","500","500","500.0","ATCC_51524_CDS_1536","KPL3033_CDS_1522","","","","","","","KPL3077_CDS_0906","","","","","","","","","","KPL1914_CDS_0613","","","","","","","KPL1931_CDC4294_98_CDS_1068","",""
"GC_00001975","cloud","","5","5","1.0","NA","NA","","","","218","554","381.8","","","","","","","","","","","","KPL3090_CDS_1478","","KPL3250_CDS_0663","","","","","","","KPL1939_CDC4792_99_CDS_1294","","","","","KPL1931_CDC4294_98_CDS_0987","KPL1930_CDC2949_98_CDS_1436",""
"GC_00001976","cloud","Lantibiotic modifying enzyme (LcnDR2) (PDB:5DZT)","4","5","1.25","NA","NA","","","","1175","2951","2351.0","","","","KPL3050_CDS_0571","KPL3052_CDS_0567","","KPL3069_CDS_0570" "KPL3069_CDS_0569","","KPL3077_CDS_1778","","","","","","","","","","","","","","","","","","",""
"GC_00001977","cloud","","5","5","1.0","NA","NA","","","","347","347","347.0","","","","KPL3050_CDS_0505","KPL3052_CDS_0501","","KPL3069_CDS_0511","","KPL3077_CDS_1711","","","","","","","","","","","KPL1934_CDC4709_98_CDS_0857","","","","","","","",""
"GC_00001978","cloud","","5","5","1.0","NA","NA","","","","128","719","246.2","","KPL3033_CDS_0110","","","","","","","","","","","","","","","","","KPL1914_CDS_0219","","KPL1939_CDC4792_99_CDS_0757","KPL1938_CDC4791_99_CDS_1346","","","","","KPL1930_CDC2949_98_CDS_0521",""
"GC_00001979","cloud","Phage-related protein YomH (YomH) (PDB:2X8K)","4","5","1.25","NA","NA","","","","764","770","766.4","","","","","","","","","","","","KPL3090_CDS_0136" "KPL3090_CDS_1491","","","KPL3256_CDS_0051","","","","","","","","","","KPL1932_CDC4420_98_CDS_0189","KPL1931_CDC4294_98_CDS_1049","",""
"GC_00001980","cloud","","4","5","1.25","NA","NA","","","","227","230","228.8","","","","","","","KPL3069_CDS_1405","","","","","KPL3090_CDS_0098" "KPL3090_CDS_1517","","","KPL3256_CDS_0020","","","","","","","","","","","KPL1931_CDC4294_98_CDS_1017","",""
"GC_00001981","cloud","DNA replication protein DnaC (DnaC) (PDB:2QGZ)","4","5","1.25","NA","NA","","","","821","821","821.0","","KPL3033_CDS_1287","","","","","KPL3069_CDS_1411","","","","","KPL3090_CDS_1527" "KPL3090_CDS_0091","","","","","","","","","","","","","KPL1932_CDC4420_98_CDS_0227","","",""
"GC_00001982","cloud","ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain (SunT) (PDB:3K8U)","4","5","1.25","NA","NA","","","","869","2081","1580.6","","","","KPL3050_CDS_0572","KPL3052_CDS_0568" "KPL3052_CDS_0569","","KPL3069_CDS_0571","","KPL3077_CDS_1779","","","","","","","","","","","","","","","","","","",""
"GC_00001983","cloud","Phage-related protein (PblB)","4","5","1.25","NA","NA","","","","2195","2366","2232.8","","","","","","","","","","","","KPL3090_CDS_1490" "KPL3090_CDS_0137","","","KPL3256_CDS_0052","","","","","","","","","","KPL1932_CDC4420_98_CDS_0188","KPL1931_CDC4294_98_CDS_1050","",""
"GC_00001984","cloud","DNA-binding transcriptional regulator YiaG, XRE-type HTH domain (YiaG) (PDB:5JAA)","4","5","1.25","NA","NA","","","","353","386","359.6","","","","","","","","","","","","KPL3090_CDS_0102" "KPL3090_CDS_1514","","","KPL3256_CDS_0023","","","","","","","","","","KPL1932_CDC4420_98_CDS_0219","KPL1931_CDC4294_98_CDS_1020","",""
"GC_00001985","cloud","ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain (SunT) (PDB:3K8U)","5","5","1.0","NA","NA","","","","1796","1796","1796.0","","KPL3033_CDS_0111","","","","","","","","","","","","","","","","","KPL1914_CDS_0218","","KPL1939_CDC4792_99_CDS_0758","KPL1938_CDC4791_99_CDS_1345","","","","","KPL1930_CDC2949_98_CDS_0520",""
"GC_00001986","cloud","","5","5","1.0","NA","NA","","","","254","254","254.0","","KPL3033_CDS_1280","","","","","KPL3069_CDS_1396","","","","","KPL3090_CDS_0114","","","","","","","","","","","","","KPL1932_CDC4420_98_CDS_0211","KPL1931_CDC4294_98_CDS_0928","",""
"GC_00001987","cloud","","5","5","1.0","NA","NA","","","","1034","1034","1034.0","","","","","","","","","KPL3077_CDS_1693","","","","KPL3246_CDS_0499","","","","","","","","","","","KPL1933_CDC4545_98_CDS_0335","","","KPL1930_CDC2949_98_CDS_1253","KPL1922_CDC39_95_CDS_0594"
"GC_00001988","cloud","Single-stranded DNA-binding protein (Ssb) (PDB:1EQQ)","3","4","1.33","NA","NA","","","","425","425","425.0","","","","","","","KPL3069_CDS_1413","","","","","KPL3090_CDS_0089" "KPL3090_CDS_1529","","","","","","","","","","","","","KPL1932_CDC4420_98_CDS_0229","","",""
"GC_00001989","cloud","","3","4","1.33","NA","NA","","","","170","197","190.25","ATCC_51524_CDS_1180","","","","","","","","","","","","","","KPL3256_CDS_0376" "KPL3256_CDS_0037","","","","","","","","","","","","","KPL1922_CDC39_95_CDS_1356"
"GC_00001990","cloud","","4","4","1.0","NA","NA","","","","164","164","164.0","","","","","","","","KPL3070_CDS_0168","","KPL3084_CDS_0167","","","","","KPL3256_CDS_1505","","","KPL3911_CDS_0170","","","","","","","","","",""
"GC_00001991","cloud","","4","4","1.0","NA","NA","","","","122","122","122.0","","KPL3033_CDS_0865","","","KPL3052_CDS_0993","","","","","","","","","","","","","","KPL1914_CDS_1179","KPL1934_CDC4709_98_CDS_1298","","","","","","","",""
"GC_00001992","cloud","","4","4","1.0","NA","NA","","","","995","995","995.0","","","","","","","","KPL3070_CDS_1596","","KPL3084_CDS_1615","","","","","","KPL3264_CDS_1388","","KPL3911_CDS_1630","","","","","","","","","",""
"GC_00001993","cloud","","4","4","1.0","NA","NA","","","","680","680","680.0","","","","","","","","KPL3070_CDS_1597","","KPL3084_CDS_1616","","","","","","KPL3264_CDS_1387","","KPL3911_CDS_1631","","","","","","","","","",""
"GC_00001994","cloud","Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family (GloA) (PDB:3R4Q) (PUBMED:11830595)","4","4","1.0","NA","NA","","","","404","404","404.0","","","KPL3043_CDS_1309","","","KPL3065_CDS_1289","","","","","KPL3086_CDS_1302","","","","","","","","","KPL1934_CDC4709_98_CDS_1685","","","","","","","",""
"GC_00001995","cloud","","4","4","1.0","NA","NA","","","","941","941","941.0","","","","","","","","KPL3070_CDS_1598","","KPL3084_CDS_1617","","","","","","KPL3264_CDS_1386","","KPL3911_CDS_1632","","","","","","","","","",""
"GC_00001996","cloud","","4","4","1.0","NA","NA","","","","929","929","929.0","ATCC_51524_CDS_1575","","","KPL3050_CDS_1573","","","","","","","","","","","","","","","","","","KPL1938_CDC4791_99_CDS_0628","","","KPL1932_CDC4420_98_CDS_0884","","",""
"GC_00001997","cloud","","4","4","1.0","NA","NA","","","","710","710","710.0","ATCC_51524_CDS_1574","","","KPL3050_CDS_1571","","","","","","","","","","","","","","","","","","KPL1938_CDC4791_99_CDS_0626","","","KPL1932_CDC4420_98_CDS_0882","","",""
"GC_00001998","cloud","","4","4","1.0","NA","NA","","","","254","254","254.0","","","KPL3043_CDS_0167","","","KPL3065_CDS_0152","","","","","KPL3086_CDS_0151","","","","","KPL3264_CDS_1089","","","","","","","","","","","",""
"GC_00001999","cloud","","4","4","1.0","NA","NA","","","","245","335","312.5","ATCC_51524_CDS_0370","","","","","","","","KPL3077_CDS_1346","","","","","","","","","","KPL1914_CDS_0180","","KPL1939_CDC4792_99_CDS_0808","","","","","","",""
"GC_00002000","cloud","Predicted nucleotidyltransferase MJ0435 (MJ0435) (PDB:1WOT)","4","4","1.0","NA","NA","","","","743","743","743.0","","","KPL3043_CDS_1310","","","KPL3065_CDS_1290","","","","","KPL3086_CDS_1303","","","","","","","","","KPL1934_CDC4709_98_CDS_1686","","","","","","","",""
"GC_00002001","cloud","ATP-dependent Clp protease, ATP-binding subunit ClpA (ClpA) (PDB:1KSF)","4","4","1.0","NA","NA","","","","1118","1118","1118.0","ATCC_51524_CDS_1573","","","KPL3050_CDS_1570","","","","","","","","","","","","","","","","","","KPL1938_CDC4791_99_CDS_0625","","","KPL1932_CDC4420_98_CDS_0881","","",""
"GC_00002002","cloud","DNA-cytosine methylase (Dcm) (PDB:3LX6)","4","4","1.0","NA","NA","","","","1247","1247","1247.0","","","","","","","","KPL3070_CDS_1595","","KPL3084_CDS_1614","","","","","","KPL3264_CDS_1389","","KPL3911_CDS_1629","","","","","","","","","",""
"GC_00002003","cloud","Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR)","4","4","1.0","NA","NA","","","","317","317","317.0","ATCC_51524_CDS_1669","","","KPL3050_CDS_1687","","","","","","","","","","","","KPL3264_CDS_1394","","","","KPL1934_CDC4709_98_CDS_0222","","","","","","","",""
"GC_00002004","cloud","","4","4","1.0","NA","NA","","","","197","197","197.0","","","","KPL3050_CDS_0570","KPL3052_CDS_0566","","KPL3069_CDS_0568","","KPL3077_CDS_1777","","","","","","","","","","","","","","","","","","",""
"GC_00002005","cloud","","4","4","1.0","NA","NA","","","","206","206","206.0","","","","","","","","KPL3070_CDS_0283","","KPL3084_CDS_0283","","","","","","KPL3264_CDS_0977","","KPL3911_CDS_0285","","","","","","","","","",""
"GC_00002006","cloud","Replication initiaton protein REP (rolling circle plasmid replication) (REP)","4","4","1.0","NA","NA","","","","707","707","707.0","","","KPL3043_CDS_1311","","","KPL3065_CDS_1291","","","","","KPL3086_CDS_1304","","","","","","","","","KPL1934_CDC4709_98_CDS_1687","","","","","","","",""
"GC_00002007","cloud","","4","4","1.0","NA","NA","","","","488","488","488.0","","","KPL3043_CDS_0835","","","KPL3065_CDS_0822","KPL3069_CDS_0930","","","","KPL3086_CDS_0823","","","","","","","","","","","","","","","","",""
"GC_00002008","cloud","","4","4","1.0","NA","NA","","","","1988","1988","1988.0","","","","","","","","KPL3070_CDS_1599","","KPL3084_CDS_1618","","","","","","KPL3264_CDS_1385","","KPL3911_CDS_1633","","","","","","","","","",""
"GC_00002009","cloud","","4","4","1.0","NA","NA","","","","623","623","623.0","","","","","","","","KPL3070_CDS_0284","","KPL3084_CDS_0284","","","","","","KPL3264_CDS_0976","","KPL3911_CDS_0286","","","","","","","","","",""
"GC_00002010","cloud","DNA-binding transcriptional regulator, GntR family (MngR) (PDB:2WV0)","4","4","1.0","NA","NA","","","","773","773","773.0","","KPL3033_CDS_0999","","","","","","","KPL3077_CDS_0504","","","","","","","KPL3264_CDS_0206","","","KPL1914_CDS_1032","","","","","","","","",""
"GC_00002011","cloud","","4","4","1.0","NA","NA","","","","1229","1340","1297.25","","","","","","","","","KPL3077_CDS_1542","","","KPL3090_CDS_0435","","","","","KPL3274_CDS_0332","","","","","","","","","","","KPL1922_CDC39_95_CDS_1615"
"GC_00002012","cloud","Type IV pilus assembly protein PilF/PilW (PilF) (PDB:2VQ2) (PUBMED:16403447)","4","4","1.0","NA","NA","","","","269","269","269.0","","","","KPL3050_CDS_0567","KPL3052_CDS_0563","","KPL3069_CDS_0565","","KPL3077_CDS_1774","","","","","","","","","","","","","","","","","","",""
"GC_00002013","cloud","DNA-binding transcriptional regulator, XRE-family HTH domain (XRE) (PDB:1UTX)","4","4","1.0","NA","NA","","","","194","233","203.75","","KPL3033_CDS_1580","","","","","","KPL3070_CDS_1516","","KPL3084_CDS_1535","","","","","","","","KPL3911_CDS_1553","","","","","","","","","",""
"GC_00002014","cloud","","4","4","1.0","NA","NA","","","","503","818","739.25","","","","KPL3050_CDS_0841","","","","","","","","","","KPL3250_CDS_0853","","","","","","","KPL1939_CDC4792_99_CDS_1108","","","KPL1933_CDC4545_98_CDS_0570","","","",""
"GC_00002015","cloud","","4","4","1.0","NA","NA","","","","170","170","170.0","","KPL3033_CDS_1579","","","","","","KPL3070_CDS_1515","","KPL3084_CDS_1534","","","","","","","","KPL3911_CDS_1552","","","","","","","","","",""
"GC_00002016","cloud","Superfamily II DNA or RNA helicase (SSL2) (PDB:6JDE)","4","4","1.0","NA","NA","","","","4058","4070","4061.0","","","","","","","","","","","","","","","KPL3256_CDS_1033","","","","KPL1914_CDS_0623","","","","KPL1937_CDC4199_99_CDS_0073","","","KPL1931_CDC4294_98_CDS_1078","",""
"GC_00002017","cloud","ABC-type multidrug transport system, ATPase component (CcmA) (PDB:5DO7)","4","4","1.0","NA","NA","","","","884","884","884.0","ATCC_51524_CDS_1023","","","","","","","","KPL3077_CDS_0381","","","","","","","","","","KPL1914_CDS_1159","","","","","","","KPL1931_CDC4294_98_CDS_0465","",""
"GC_00002018","cloud","Riboflavin biosynthesis protein RibD, pyrimidine deaminase domain (RibD1) (PDB:2O7P)","4","4","1.0","NA","NA","","","","1076","1076","1076.0","","","","","","","KPL3069_CDS_0587","","","","","KPL3090_CDS_0602","","","","","KPL3274_CDS_0501","","","","","","KPL1937_CDC4199_99_CDS_0314","","","","",""
"GC_00002019","cloud","DNAse/DNA nickase specific for phosphorothioated or glycosylated phage DNA, GmrSD/DndB/SspE family, contains DUF262 and HNH nuclease domains (GmrSD) (PDB:6JIV) (PUBMED:17188297","4","4","1.0","NA","NA","","","","899","1097","1047.5","","","","","","","","KPL3070_CDS_1479","KPL3077_CDS_0945","KPL3084_CDS_1505","","","","","","","","KPL3911_CDS_1523","","","","","","","","","",""
"GC_00002020","cloud","","4","4","1.0","NA","NA","","","","803","803","803.0","","KPL3033_CDS_1578","","","","","","KPL3070_CDS_1514","","KPL3084_CDS_1533","","","","","","","","KPL3911_CDS_1551","","","","","","","","","",""
"GC_00002021","cloud","","4","4","1.0","NA","NA","","","","404","1154","591.5","ATCC_51524_CDS_1026","","","","","","","","KPL3077_CDS_0378","","","","","","","","","","KPL1914_CDS_1162","","","","","","","KPL1931_CDC4294_98_CDS_0462","",""
"GC_00002022","cloud","Lantibiotic modifying enzyme (LcnDR2) (PDB:5DZT)","4","4","1.0","NA","NA","","","","2696","2696","2696.0","","","","KPL3050_CDS_0573","KPL3052_CDS_0570","","KPL3069_CDS_0572","","KPL3077_CDS_1780","","","","","","","","","","","","","","","","","","",""
"GC_00002023","cloud","","4","4","1.0","NA","NA","","","","929","938","931.25","","","","","","","","","","","","","","","KPL3256_CDS_1032","","","","KPL1914_CDS_0624","","","","KPL1937_CDC4199_99_CDS_0072","","","KPL1931_CDC4294_98_CDS_1079","",""
"GC_00002024","cloud","","4","4","1.0","NA","NA","","","","1001","1208","1052.75","ATCC_51524_CDS_1030","","","","","","","","KPL3077_CDS_0377","","","","","","","","","","KPL1914_CDS_1163","","","","","","","KPL1931_CDC4294_98_CDS_0461","",""
"GC_00002025","cloud","","4","4","1.0","NA","NA","","","","1181","1181","1181.0","ATCC_51524_CDS_1025","","","","","","","","KPL3077_CDS_0379","","","","","","","","","","KPL1914_CDS_1161","","","","","","","KPL1931_CDC4294_98_CDS_0463","",""
"GC_00002026","cloud","","4","4","1.0","NA","NA","","","","158","332","201.5","ATCC_51524_CDS_1033","","","","","","","","KPL3077_CDS_0374","","","","","","","","","","KPL1914_CDS_1166","","","","","","","KPL1931_CDC4294_98_CDS_0458","",""
"GC_00002027","cloud","","4","4","1.0","NA","NA","","","","512","512","512.0","","","","","","","KPL3069_CDS_1698","","","","","","KPL3246_CDS_1539","","","","","","","","","","KPL1937_CDC4199_99_CDS_0398","KPL1933_CDC4545_98_CDS_0310","","","",""
"GC_00002028","cloud","","4","4","1.0","NA","NA","","","","482","677","628.25","","","","","","","","KPL3070_CDS_1478","KPL3077_CDS_0944","KPL3084_CDS_1504","","","","","","","","KPL3911_CDS_1522","","","","","","","","","",""
"GC_00002029","cloud","DNA-binding transcriptional regulator, XRE family (YozG) (PDB:3TYR)","4","4","1.0","NA","NA","","","","203","209","204.5","","","","","","","","KPL3070_CDS_1481","KPL3077_CDS_0947","","","","","","KPL3256_CDS_1077","","","KPL3911_CDS_1525","","","","","","","","","",""
"GC_00002030","cloud","LysM repeat (LysM) (PDB:1E0G)","4","4","1.0","NA","NA","","","","1778","1784","1779.5","","","","KPL3050_CDS_0559","KPL3052_CDS_0559","","KPL3069_CDS_0561","","KPL3077_CDS_1770","","","","","","","","","","","","","","","","","","",""
"GC_00002031","cloud","","4","4","1.0","NA","NA","","","","230","230","230.0","ATCC_51524_CDS_1031","","","","","","","","KPL3077_CDS_0375","","","","","","","","","","KPL1914_CDS_1165","","","","","","","KPL1931_CDC4294_98_CDS_0459","",""
"GC_00002032","cloud","Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR)","4","4","1.0","NA","NA","","","","866","872","870.5","","","KPL3043_CDS_1323","","","KPL3065_CDS_1303","","","","","KPL3086_CDS_1316","","","","","","","","","","","","","KPL1933_CDC4545_98_CDS_1431","","","",""
"GC_00002033","cloud","","4","4","1.0","NA","NA","","","","197","197","197.0","","","","KPL3050_CDS_0569","KPL3052_CDS_0565","","KPL3069_CDS_0567","","KPL3077_CDS_1776","","","","","","","","","","","","","","","","","","",""
"GC_00002034","cloud","","4","4","1.0","NA","NA","","","","581","581","581.0","","KPL3033_CDS_0863","","","KPL3052_CDS_0991","","","","","","","","","","","","","","KPL1914_CDS_1181","KPL1934_CDC4709_98_CDS_1296","","","","","","","",""
"GC_00002035","cloud","","4","4","1.0","NA","NA","","","","1103","1103","1103.0","ATCC_51524_CDS_1024","","","","","","","","KPL3077_CDS_0380","","","","","","","","","","KPL1914_CDS_1160","","","","","","","KPL1931_CDC4294_98_CDS_0464","",""
