Id,Label,Interval,nb_genes,name,product,type,partition,sub partition,partition_exact,partition_soft,length_avg,length_med,nb_organisms,Genome1,Genome2,Genome3,Genome4,Genome5,Genome6,Genome7,Genome8,Genome9,Genome10,Genome11,Genome12,Genome13,Genome14,Genome15,Genome16,Genome17,Genome18,Genome19,Genome20,Genome21,Genome22,Genome23,Genome24,Genome25,Genome26,Genome27,Genome28
2752,GC_00002753,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,653,653,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___896,,
2753,GC_00002754,,1,COG4403,Lantibiotic modifying enzyme (LcnDR2) (PDB:5DZT),CDS,cloud,C,exact_accessory,soft_accessory,2600,2600,1,,KPL3033___1090,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,GC_00002755,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,1406,1406,1,,,,,,,,,,,,,,,,,,,,,KPL1939_CDC4792_99___6,,,,,,,
2755,GC_00002756,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,335,335,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___907,,
2756,GC_00002757,,1,COG3600,"Uncharacterized phage-associated protein, contains DUF4065 domain (GepA)",CDS,cloud,C,exact_accessory,soft_accessory,500,500,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___939,,
2757,GC_00002758,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,722,722,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___974,,
2758,GC_00002759,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,191,191,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1922_CDC39_95___518
2759,GC_00002760,,1,COG1132,"ABC-type multidrug transport system, ATPase and permease component (MdlB) (PDB:2HYD)",CDS,cloud,C,exact_accessory,soft_accessory,1652,1652,1,ATCC_51524___1028,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760,GC_00002761,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,1100,1100,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___943,,
2761,GC_00002762,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,428,428,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___913,,
2762,GC_00002763,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,407,407,1,,,,,,,KPL3069___1385,,,,,,,,,,,,,,,,,,,,,
2763,GC_00002764,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,326,326,1,,KPL3033___1251,,,,,,,,,,,,,,,,,,,,,,,,,,
2764,GC_00002765,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,563,563,1,,,,,,,,,,,,,,,KPL3256___1080,,,,,,,,,,,,,
2765,GC_00002766,,1,COG4570,Holliday junction resolvase RusA (prophage-encoded endonuclease) (RusA) (PDB:1Q8R),CDS,cloud,C,exact_accessory,soft_accessory,437,437,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___1717,,
2766,GC_00002767,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,992,992,1,,,,KPL3050___528,,,,,,,,,,,,,,,,,,,,,,,,
2767,GC_00002768,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,215,215,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___940,,
2768,GC_00002769,,1,COG3655,"DNA-binding transcriptional regulator, XRE family (YozG) (PDB:3TYR)",CDS,cloud,C,exact_accessory,soft_accessory,218,218,1,,,,,,,,,,,,,,,,,,,,,,,KPL1937_CDC4199_99___72,,,,,
2769,GC_00002770,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,158,158,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1922_CDC39_95___397
2770,GC_00002771,,1,COG4570,Holliday junction resolvase RusA (prophage-encoded endonuclease) (RusA) (PDB:1Q8R),CDS,cloud,C,exact_accessory,soft_accessory,416,416,1,,,,,,,,,,,,,,,KPL3256___18,,,,,,,,,,,,,
2771,GC_00002772,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,182,182,1,,,,,,,,,,,,,,,,,KPL3274___147,,,,,,,,,,,
2772,GC_00002773,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,296,296,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___1004,,
2773,GC_00002774,,1,COG3655,"DNA-binding transcriptional regulator, XRE family (YozG) (PDB:3TYR)",CDS,cloud,C,exact_accessory,soft_accessory,1403,1403,1,ATCC_51524___906,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774,GC_00002775,,1,COG0270,DNA-cytosine methylase (Dcm) (PDB:3LX6),CDS,cloud,C,exact_accessory,soft_accessory,302,302,1,,,,KPL3050___502,,,,,,,,,,,,,,,,,,,,,,,,
2775,GC_00002776,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,545,545,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___935,,
2776,GC_00002777,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,695,695,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___967,,
2777,GC_00002778,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,377,377,1,,,,,KPL3052___1579,,,,,,,,,,,,,,,,,,,,,,,
2778,GC_00002779,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,257,257,1,,,,,,,,,,,,,,,,,,,,,,,KPL1937_CDC4199_99___473,,,,,
2779,GC_00002780,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,1091,1091,1,,,,,,,KPL3069___523,,,,,,,,,,,,,,,,,,,,,
2780,GC_00002781,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,818,818,1,,,,,,,,,,,,,,,,,,,,,,KPL1938_CDC4791_99___1375,,,,,,
2781,GC_00002782,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,1973,1973,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___965,,
2782,GC_00002783,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,743,743,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___984,,
2783,GC_00002784,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,1070,1070,1,,,,,,,,,,,,,,,KPL3256___1082,,,,,,,,,,,,,
2784,GC_00002785,,1,COG3378,"DNA primase, phage- or plasmid-associated",CDS,cloud,C,exact_accessory,soft_accessory,1550,1550,1,,,,,,,,,,,,,,,,,,,KPL1914___1385,,,,,,,,,
2785,GC_00002786,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,233,233,1,,,,,,,KPL3069___1389,,,,,,,,,,,,,,,,,,,,,
2786,GC_00002787,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,665,665,1,,,,,,,,,,,,,,,,,,,,,,,KPL1937_CDC4199_99___76,,,,,
2787,GC_00002788,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,1301,1301,1,,,,,,,,,,,,,,,,,,,,,,KPL1938_CDC4791_99___1,,,,,,
2788,GC_00002789,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,428,428,1,,,,,,,,,KPL3077___1497,,,,,,,,,,,,,,,,,,,
2789,GC_00002790,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,371,371,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___1022,,
2790,GC_00002791,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,269,269,1,,,,,,,,,,,,KPL3090___1526,,,,,,,,,,,,,,,,
2791,GC_00002792,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,329,329,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___911,,
2792,GC_00002793,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,953,953,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___1689,,
2793,GC_00002794,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,926,926,1,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1930_CDC2949_98___683,
2794,GC_00002795,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,677,677,1,,,,,,,KPL3069___524,,,,,,,,,,,,,,,,,,,,,
2795,GC_00002796,,1,COG5619,"Uncharacterized conserved protein, DUF2290 domain",CDS,cloud,C,exact_accessory,soft_accessory,695,695,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1922_CDC39_95___799
2796,GC_00002797,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,590,590,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___905,,
2797,GC_00002798,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,821,821,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___899,,
2798,GC_00002799,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,134,134,1,,,,,,,,,,,,,,,,,,,,,,,,,KPL1932_CDC4420_98___1115,,,
2799,GC_00002800,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,446,446,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1922_CDC39_95___228
2800,GC_00002801,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,311,311,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___915,,
2801,GC_00002802,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,395,395,1,,,,,,,,,,,,,,,,,,,,,,,,,KPL1932_CDC4420_98___175,,,
2802,GC_00002803,,1,COG3414,"Phosphotransferase system, galactitol-specific IIB component (SgaB) (PDB:5GQS)",CDS,cloud,C,exact_accessory,soft_accessory,278,278,1,ATCC_51524___696,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,GC_00002804,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,461,461,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___990,,
2804,GC_00002805,,1,COG0270,DNA-cytosine methylase (Dcm) (PDB:3LX6),CDS,cloud,C,exact_accessory,soft_accessory,350,350,1,,,,,,,,,,,,,,,,,,,,KPL1934_CDC4709_98___851,,,,,,,,
2805,GC_00002806,,1,COG1762,Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type) (PtsN) (PDB:2OQ3),CDS,cloud,C,exact_accessory,soft_accessory,458,458,1,ATCC_51524___695,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806,GC_00002807,,1,COG1132,"ABC-type multidrug transport system, ATPase and permease component (MdlB) (PDB:2HYD)",CDS,cloud,C,exact_accessory,soft_accessory,1715,1715,1,,,,,,,,,,,,,,,,KPL3264___363,,,,,,,,,,,,
2807,GC_00002808,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,194,194,1,ATCC_51524___1570,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808,GC_00002809,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,485,485,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___946,,
2809,GC_00002810,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,380,380,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1922_CDC39_95___535
2810,GC_00002811,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,365,365,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___930,,
2811,GC_00002812,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,242,242,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___1697,,
2812,GC_00002813,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,179,179,1,,,,,,,KPL3069___1386,,,,,,,,,,,,,,,,,,,,,
2813,GC_00002814,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,521,521,1,,,,,,,,,,,,,,,,,,,,,,KPL1938_CDC4791_99___252,,,,,,
2814,GC_00002815,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,977,977,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___975,,
2815,GC_00002816,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,176,176,1,,,,,,,,,,,,,,,,,,,,,,,,,KPL1932_CDC4420_98___243,,,
2816,GC_00002817,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,464,464,1,,,,,,,KPL3069___1381,,,,,,,,,,,,,,,,,,,,,
2817,GC_00002818,,1,COG1396,"Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR)",CDS,cloud,C,exact_accessory,soft_accessory,854,854,1,,,,,,,,,,,,,,,,,,,,,,,,KPL1933_CDC4545_98___820,,,,
2818,GC_00002819,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,305,305,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1922_CDC39_95___519
2819,GC_00002820,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,179,179,1,,,,,,,,,,,,,,,,,,,,,KPL1939_CDC4792_99___1,,,,,,,
2820,GC_00002821,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,428,428,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1922_CDC39_95___524
2821,GC_00002822,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,326,326,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___1048,,
2822,GC_00002823,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,311,311,1,,,,,,,,,,,,,,,,,,,,,,,KPL1937_CDC4199_99___973,,,,,
2823,GC_00002824,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,302,302,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___922,,
2824,GC_00002825,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,773,773,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___949,,
2825,GC_00002826,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,209,209,1,,,,,,,,,,,,,,,,,,,,,,KPL1938_CDC4791_99___407,,,,,,
2826,GC_00002827,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,329,329,1,,,,,,,KPL3069___1384,,,,,,,,,,,,,,,,,,,,,
2827,GC_00002828,,1,COG1737,"DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains (RpiR) (PDB:2O3F)",CDS,cloud,C,exact_accessory,soft_accessory,710,710,1,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1930_CDC2949_98___906,
2828,GC_00002829,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,266,266,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___1718,,
2829,GC_00002830,,1,COG4200,"Predicted lantabiotic-exporting membrane pepmease, EfiE/EfiG/ABC2 family (EfiE)",CDS,cloud,C,exact_accessory,soft_accessory,746,746,1,ATCC_51524___915,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,GC_00002831,,1,COG0237,Dephospho-CoA kinase (CoaE) (PDB:1JJV),CDS,cloud,C,exact_accessory,soft_accessory,596,596,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___1695,,
2831,GC_00002832,,1,COG1783,Phage terminase large subunit (XtmB) (PDB:4IDH),CDS,cloud,C,exact_accessory,soft_accessory,1289,1289,1,,,,,,,KPL3069___1392,,,,,,,,,,,,,,,,,,,,,
2832,GC_00002833,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,185,185,1,,,,,,,KPL3069___999,,,,,,,,,,,,,,,,,,,,,
2833,GC_00002834,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,1178,1178,1,,,,,,,,,,,,,,KPL3250___1458,,,,,,,,,,,,,,
2834,GC_00002835,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,1208,1208,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___1688,,
2835,GC_00002836,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,857,857,1,,,,,,,,,,,,,,,,,,,,,,KPL1938_CDC4791_99___253,,,,,,
2836,GC_00002837,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,476,476,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1922_CDC39_95___246
2837,GC_00002838,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,215,215,1,,,,,,,,,,,,KPL3090___80,,,,,,,,,,,,,,,,
2838,GC_00002839,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,479,479,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___942,,
2839,GC_00002840,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,164,164,1,,,,,,,,,,,,,,,,,KPL3274___530,,,,,,,,,,,
2840,GC_00002841,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,1211,1211,1,,,,,,,,,,,,,,,,KPL3264___497,,,,,,,,,,,,
2841,GC_00002842,,1,COG2944,"DNA-binding transcriptional regulator YiaG, XRE-type HTH domain (YiaG) (PDB:5JAA)",CDS,cloud,C,exact_accessory,soft_accessory,785,785,1,,,,,,,,,,,,,,,,,,,KPL1914___1392,,,,,,,,,
2842,GC_00002843,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,569,569,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___957,,
2843,GC_00002844,,1,COG1506,Dipeptidyl aminopeptidase/acylaminoacyl peptidase (DAP2) (PDB:2JBW),CDS,cloud,C,exact_accessory,soft_accessory,1667,1667,1,,,,KPL3050___516,,,,,,,,,,,,,,,,,,,,,,,,
2844,GC_00002845,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,275,275,1,,,,,,,KPL3069___1427,,,,,,,,,,,,,,,,,,,,,
2845,GC_00002846,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,332,332,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___916,,
2846,GC_00002847,,1,COG0732,Restriction endonuclease S subunit (HsdS) (PDB:1YDX),CDS,cloud,C,exact_accessory,soft_accessory,1928,1928,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___1338,,
2847,GC_00002848,,1,COG1653,"ABC-type glycerol-3-phosphate transport system, periplasmic component (UgpB) (PDB:2Z8D)",CDS,cloud,C,exact_accessory,soft_accessory,1286,1286,1,,,,,,,,,,,,,,,,,,,,,KPL1939_CDC4792_99___1666,,,,,,,
2848,GC_00002849,,1,COG3311,DNA-binding transcriptional regulator AlpA (AlpA),CDS,cloud,C,exact_accessory,soft_accessory,269,269,1,,,,,,,KPL3069___1422,,,,,,,,,,,,,,,,,,,,,
2849,GC_00002850,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,662,662,1,,,,,,,,,,,,,,,,,,,,,,,KPL1937_CDC4199_99___974,,,,,
2850,GC_00002851,,1,COG2274,"ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain (SunT) (PDB:3K8U)",CDS,cloud,C,exact_accessory,soft_accessory,2117,2117,1,,,,,,,,,,,,KPL3090___1185,,,,,,,,,,,,,,,,
2851,GC_00002852,,1,COG3355,Predicted transcriptional regulator (PDB:2D1H),CDS,cloud,C,exact_accessory,soft_accessory,800,800,1,,,,,,,KPL3069___1413,,,,,,,,,,,,,,,,,,,,,
2852,GC_00002853,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,689,689,1,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1930_CDC2949_98___1436,
2853,GC_00002854,,1,COG0587,"DNA polymerase III, alpha subunit (DnaE) (PDB:2HNH)",CDS,cloud,C,exact_accessory,soft_accessory,2168,2168,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___1706,,
2854,GC_00002855,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,239,239,1,,,,,,,,,,,,,,,,,,,,,KPL1939_CDC4792_99___1234,,,,,,,
2855,GC_00002856,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,419,419,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___991,,
2856,GC_00002857,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,578,578,1,,,,,,,KPL3069___1393,,,,,,,,,,,,,,,,,,,,,
2857,GC_00002858,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,242,242,1,,,,,,,KPL3069___1647,,,,,,,,,,,,,,,,,,,,,
2858,GC_00002859,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,389,389,1,,,,,,,,,,,,,,,,,,,,,KPL1939_CDC4792_99___1233,,,,,,,
2859,GC_00002860,,1,COG1793,ATP-dependent DNA ligase (CDC9) (PDB:1A0I),CDS,cloud,C,exact_accessory,soft_accessory,1361,1361,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___1710,,
2860,GC_00002861,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,437,437,1,,,,,,,KPL3069___1428,,,,,,,,,,,,,,,,,,,,,
2861,GC_00002862,,1,COG4679,Phage-related protein,CDS,cloud,C,exact_accessory,soft_accessory,320,320,1,,,,KPL3050___1689,,,,,,,,,,,,,,,,,,,,,,,,
2862,GC_00002863,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,413,413,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___901,,
2863,GC_00002864,,1,COG1196,Chromosome segregation ATPase Smc (Smc) (PDB:5XG3),CDS,cloud,C,exact_accessory,soft_accessory,5153,5153,1,,,,,,,,,,,,,,,,,,,,KPL1934_CDC4709_98___181,,,,,,,,
2864,GC_00002865,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,191,191,1,,,,,,,KPL3069___1421,,,,,,,,,,,,,,,,,,,,,
2865,GC_00002866,,1,COG4823,Abortive infection bacteriophage resistance protein (AbiF),CDS,cloud,C,exact_accessory,soft_accessory,1040,1040,1,,KPL3033___1303,,,,,,,,,,,,,,,,,,,,,,,,,,
2866,GC_00002867,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,302,302,1,ATCC_51524___911,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,GC_00002868,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,665,665,1,,,,,,,,,,,,,,KPL3250___1460,,,,,,,,,,,,,,
2868,GC_00002869,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,461,461,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___955,,
2869,GC_00002870,,1,COG0542,"ATP-dependent Clp protease, ATP-binding subunit ClpA (ClpA) (PDB:1KSF)",CDS,cloud,C,exact_accessory,soft_accessory,974,974,1,,,,,,,,,,,,,,,,,,,,,,,,KPL1933_CDC4545_98___1200,,,,
2870,GC_00002871,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,518,518,1,,,,,,,,,,,,KPL3090___77,,,,,,,,,,,,,,,,
2871,GC_00002872,,1,COG0863,DNA modification methylase (YhdJ) (PDB:1BOO),CDS,cloud,C,exact_accessory,soft_accessory,1268,1268,1,,,,,,,,,,,,,,,,,,,,,,KPL1938_CDC4791_99___246,,,,,,
2872,GC_00002873,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,134,134,1,,,KPL3043___1052,,,,,,,,,,,,,,,,,,,,,,,,,
2873,GC_00002874,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,167,167,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___985,,
2874,GC_00002875,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,362,362,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1922_CDC39_95___522
2875,GC_00002876,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,371,371,1,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1930_CDC2949_98___707,
2876,GC_00002877,,1,COG4403,Lantibiotic modifying enzyme (LcnDR2) (PDB:5DZT),CDS,cloud,C,exact_accessory,soft_accessory,1922,1922,1,,KPL3033___1092,,,,,,,,,,,,,,,,,,,,,,,,,,
2877,GC_00002878,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,4574,4574,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___964,,
2878,GC_00002879,,1,COG3843,"Type IV secretory pathway, VirD2 component (relaxase) (VirD2)",CDS,cloud,C,exact_accessory,soft_accessory,1058,1058,1,,,,,,,,,,,,,,,,,,,,,,,KPL1937_CDC4199_99___79,,,,,
2879,GC_00002880,,1,COG1401,"5-methylcytosine-specific restriction endonuclease McrBC, GTP-binding regulatory subunit McrB (McrB) (PDB:6HZ4)",CDS,cloud,C,exact_accessory,soft_accessory,1073,1073,1,,,,,,,,,,,,,,,,,,,,,,KPL1938_CDC4791_99___248,,,,,,
2880,GC_00002881,,1,COG3378,"DNA primase, phage- or plasmid-associated",CDS,cloud,C,exact_accessory,soft_accessory,1529,1529,1,,,,,,,,,,,,,,,,,,,,,KPL1939_CDC4792_99___313,,,,,,,
2881,GC_00002882,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,245,245,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1922_CDC39_95___801
2882,GC_00002883,,1,COG1015,Phosphopentomutase (DeoB) (PDB:3UN2),CDS,cloud,C,exact_accessory,soft_accessory,1214,1214,1,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1930_CDC2949_98___689,
2883,GC_00002884,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,269,269,1,,,,,,,,,,,,KPL3090___1525,,,,,,,,,,,,,,,,
2884,GC_00002885,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,341,341,1,,,,,,,KPL3069___1382,,,,,,,,,,,,,,,,,,,,,
2885,GC_00002886,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,248,248,1,,,,,,,,,,,,,,,,,,,,,,,KPL1937_CDC4199_99___972,,,,,
2886,GC_00002887,,1,COG1344,Flagellin and related hook-associated protein FlgL (FlgL) (PDB:1IO1),CDS,cloud,C,exact_accessory,soft_accessory,2114,2114,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___973,,
2887,GC_00002888,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,767,767,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1922_CDC39_95___247
2888,GC_00002889,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,353,353,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___897,,
2889,GC_00002890,,1,COG0395,"ABC-type glycerol-3-phosphate transport system, permease component (UgpE) (PDB:1VR4)",CDS,cloud,C,exact_accessory,soft_accessory,827,827,1,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1930_CDC2949_98___968,
2890,GC_00002891,,1,COG3593,"Predicted ATP-dependent endonuclease of the OLD family, contains P-loop ATPase and TOPRIM domains (YbjD)",CDS,cloud,C,exact_accessory,soft_accessory,2264,2264,1,,,,,,,,,,,,,,,,,,,,,,,,KPL1933_CDC4545_98___64,,,,
2891,GC_00002892,,1,COG3457,Predicted amino acid racemase (YhfX) (PDB:4KBX) (PUBMED:23091052),CDS,cloud,C,exact_accessory,soft_accessory,1160,1160,1,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1930_CDC2949_98___688,
2892,GC_00002893,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,311,311,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___910,,
