Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Accessory Fragment,Genome Fragment,Order within Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,KPL3033,KPL3043,KPL3050,KPL3052,KPL3065,KPL3069,KPL3070,KPL3077,KPL3084,KPL3086,KPL3090,KPL3246,KPL3250,KPL3256,KPL3264,KPL3274,KPL3911,KPL1914,KPL1934_CDC4709_98,ATCC_51524,KPL1939_CDC4792_99,KPL1938_CDC4791_99,KPL1937_CDC4199_99,KPL1933_CDC4545_98,KPL1932_CDC4420_98,KPL1931_CDC4294_98,KPL1930_CDC2949_98,KPL1922_CDC39_95
KPL3069_CDS_1348,persistent,Free methionine-R-sulfoxide reductase,28,28,1,NA,NA,,,,443,446,445.89,KPL3033_CDS_1349,KPL3043_CDS_1260,KPL3050_CDS_1365,KPL3052_CDS_1347,KPL3065_CDS_1245,KPL3069_CDS_1348,KPL3070_CDS_1265,KPL3077_CDS_0743,KPL3084_CDS_1289,KPL3086_CDS_1258,KPL3090_CDS_1381,KPL3246_CDS_1266,KPL3250_CDS_1264,KPL3256_CDS_0865,KPL3264_CDS_1714,KPL3274_CDS_1229,KPL3911_CDS_1315,KPL1914_CDS_0777,KPL1934_CDC4709_98_CDS_1645,ATCC_51524_CDS_0668,KPL1939_CDC4792_99_CDS_0111,KPL1938_CDC4791_99_CDS_0901,KPL1937_CDC4199_99_CDS_1337,KPL1933_CDC4545_98_CDS_1701,KPL1932_CDC4420_98_CDS_0716,KPL1931_CDC4294_98_CDS_1625,KPL1930_CDC2949_98_CDS_0974,KPL1922_CDC39_95_CDS_0297
KPL3069_CDS_1380,cloud,hypothetical protein,1,1,1,NA,NA,,,,464,464,464,,,,,,KPL3069_CDS_1380,,,,,,,,,,,,,,,,,,,,,,
KPL3069_CDS_1412,cloud,hypothetical protein,1,1,1,NA,NA,,,,800,800,800,,,,,,KPL3069_CDS_1412,,,,,,,,,,,,,,,,,,,,,,
KPL3070_CDS_1334,shell,hypothetical protein,22,22,1,NA,NA,,,,134,164,141.77,,KPL3043_CDS_1344,KPL3050_CDS_1432,,KPL3065_CDS_1324,KPL3069_CDS_1496,KPL3070_CDS_1334,KPL3077_CDS_0809,KPL3084_CDS_1359,KPL3086_CDS_1337,,KPL3246_CDS_1333,,KPL3256_CDS_0937,KPL3264_CDS_1643,KPL3274_CDS_1290,KPL3911_CDS_1383,,KPL1934_CDC4709_98_CDS_1719,ATCC_51524_CDS_1437,KPL1939_CDC4792_99_CDS_1579,KPL1938_CDC4791_99_CDS_1569,KPL1937_CDC4199_99_CDS_0541,KPL1933_CDC4545_98_CDS_0197,KPL1932_CDC4420_98_CDS_0396,,KPL1930_CDC2949_98_CDS_0313,KPL1922_CDC39_95_CDS_1560
KPL3077_CDS_0908,cloud,hypothetical protein,1,1,1,NA,NA,,,,7196,7196,7196,,,,,,,,KPL3077_CDS_0908,,,,,,,,,,,,,,,,,,,,
KPL3077_CDS_1740,cloud,hypothetical protein,6,6,1,NA,NA,,,,215,215,215,KPL3033_CDS_1077,,,KPL3052_CDS_0529,,KPL3069_CDS_0530,,KPL3077_CDS_1740,,,,,,,,,,,KPL1934_CDC4709_98_CDS_0870,,,,KPL1937_CDC4199_99_CDS_0195,,,,,
KPL3084_CDS_0351,cloud,hypothetical protein,7,7,1,NA,NA,,,,203,227,223.57,,,,,,,KPL3070_CDS_0346,,KPL3084_CDS_0351,,KPL3090_CDS_0151,,,,KPL3264_CDS_0908,KPL3274_CDS_0337,KPL3911_CDS_0353,,,,,,,,,,,KPL1922_CDC39_95_CDS_1620
KPL3084_CDS_0415,cloud,Triosephosphate isomerase,6,6,1,NA,NA,,,,698,698,698,,,,KPL3052_CDS_0392,,,KPL3070_CDS_0410,,KPL3084_CDS_0415,,,KPL3246_CDS_0405,,,,,KPL3911_CDS_0417,,,ATCC_51524_CDS_0128,,,,,,,,
KPL3084_CDS_1087,cloud,hypothetical protein,1,1,1,NA,NA,,,,14435,14435,14435,,,,,,,,,KPL3084_CDS_1087,,,,,,,,,,,,,,,,,,,
KPL3084_CDS_1535,cloud,hypothetical protein,4,4,1,NA,NA,,,,194,233,203.75,KPL3033_CDS_1580,,,,,,KPL3070_CDS_1516,,KPL3084_CDS_1535,,,,,,,,KPL3911_CDS_1553,,,,,,,,,,,
KPL3084_CDS_1727,persistent,tRNA(Ile)-lysidine synthase,28,28,1,NA,NA,,,,1394,1412,1397.21,KPL3033_CDS_1775,KPL3043_CDS_1681,KPL3050_CDS_1805,KPL3052_CDS_1788,KPL3065_CDS_1661,KPL3069_CDS_1836,KPL3070_CDS_1707,KPL3077_CDS_1171,KPL3084_CDS_1727,KPL3086_CDS_1673,KPL3090_CDS_1859,KPL3246_CDS_1695,KPL3250_CDS_1678,KPL3256_CDS_1294,KPL3264_CDS_1277,KPL3274_CDS_1648,KPL3911_CDS_1742,KPL1914_CDS_0357,KPL1934_CDC4709_98_CDS_0330,ATCC_51524_CDS_0558,KPL1939_CDC4792_99_CDS_0610,KPL1938_CDC4791_99_CDS_1614,KPL1937_CDC4199_99_CDS_1480,KPL1933_CDC4545_98_CDS_1149,KPL1932_CDC4420_98_CDS_1468,KPL1931_CDC4294_98_CDS_0882,KPL1930_CDC2949_98_CDS_0658,KPL1922_CDC39_95_CDS_0986
KPL3090_CDS_0120,cloud,hypothetical protein,2,2,1,NA,NA,,,,1052,1643,1347.5,,,,,,,,,,,KPL3090_CDS_0120,,,,,,,,,,,,,KPL1933_CDC4545_98_CDS_0333,,,,
KPL3090_CDS_0152,cloud,hypothetical protein,6,6,1,NA,NA,,,,131,131,131,,,,,,,KPL3070_CDS_0347,,KPL3084_CDS_0352,,KPL3090_CDS_0152,,,,,KPL3274_CDS_0338,KPL3911_CDS_0354,,,,,,,,,,,KPL1922_CDC39_95_CDS_1621
KPL3090_CDS_1528,cloud,hypothetical protein,1,1,1,NA,NA,,,,773,773,773,,,,,,,,,,,KPL3090_CDS_1528,,,,,,,,,,,,,,,,,
KPL3246_CDS_0309,cloud,hypothetical protein,1,1,1,NA,NA,,,,161,161,161,,,,,,,,,,,,KPL3246_CDS_0309,,,,,,,,,,,,,,,,
KPL3250_CDS_0157,cloud,L-cystine uptake protein TcyP,4,4,1,NA,NA,,,,1388,1388,1388,,,,,,KPL3069_CDS_0183,,KPL3077_CDS_1392,,,,,KPL3250_CDS_0157,,,,,,,,,,,,,,KPL1930_CDC2949_98_CDS_0788,
KPL3250_CDS_0733,cloud,DNA replication and repair protein RecF,1,1,1,NA,NA,,,,320,320,320,,,,,,,,,,,,,KPL3250_CDS_0733,,,,,,,,,,,,,,,
KPL3250_CDS_1437,cloud,hypothetical protein,5,5,1,NA,NA,,,,398,398,398,,,,,,,KPL3070_CDS_1446,KPL3077_CDS_0916,,,,,KPL3250_CDS_1437,,,KPL3274_CDS_1404,,KPL1914_CDS_0603,,,,,,,,,,
KPL3256_CDS_0011,cloud,hypothetical protein,1,2,2,NA,NA,,,,233,233,233,,,,,,,,,,,,,,"KPL3256_CDS_0011 ""KPL3256_CDS_1794""",,,,,,,,,,,,,,
KPL3256_CDS_1515,cloud,hypothetical protein,1,1,1,NA,NA,,,,698,698,698,,,,,,,,,,,,,,KPL3256_CDS_1515,,,,,,,,,,,,,,
KPL3264_CDS_0003,cloud,hypothetical protein,2,2,1,NA,NA,,,,359,359,359,,,,,,,,,,,,,,,KPL3264_CDS_0003,,,,,,,,KPL1937_CDC4199_99_CDS_1431,,,,,
KPL3264_CDS_0227,cloud,hypothetical protein,1,1,1,NA,NA,,,,125,125,125,,,,,,,,,,,,,,,KPL3264_CDS_0227,,,,,,,,,,,,,
KPL3264_CDS_0483,cloud,hypothetical protein,1,1,1,NA,NA,,,,209,209,209,,,,,,,,,,,,,,,KPL3264_CDS_0483,,,,,,,,,,,,,
KPL3264_CDS_1795,cloud,hypothetical protein,3,3,1,NA,NA,,,,437,449,445,KPL3033_CDS_1269,,,,,,,,,,,,,,KPL3264_CDS_1795,,,,,,,,KPL1937_CDC4199_99_CDS_1412,,,,,
KPL3274_CDS_0144,cloud,hypothetical protein,2,2,1,NA,NA,,,,194,194,194,KPL3033_CDS_0134,,,,,,,,,,,,,,,KPL3274_CDS_0144,,,,,,,,,,,,
KPL3911_CDS_0796,cloud,hypothetical protein,4,6,1.5,NA,NA,,,,167,176,170,,,,,,,KPL3070_CDS_1475,KPL3077_CDS_0941,"KPL3084_CDS_1501 ""KPL3084_CDS_0774""",,,,,,,,"KPL3911_CDS_1519 ""KPL3911_CDS_0796""",,,,,,,,,,,
KPL3911_CDS_1340,persistent,hypothetical protein,28,28,1,NA,NA,,,,1601,1655,1648.68,KPL3033_CDS_1377,KPL3043_CDS_1297,KPL3050_CDS_1395,KPL3052_CDS_1374,KPL3065_CDS_1276,KPL3069_CDS_1449,KPL3070_CDS_1291,KPL3077_CDS_0768,KPL3084_CDS_1314,KPL3086_CDS_1289,KPL3090_CDS_1410,KPL3246_CDS_1297,KPL3250_CDS_1291,KPL3256_CDS_0894,KPL3264_CDS_1686,KPL3274_CDS_1256,KPL3911_CDS_1340,KPL1914_CDS_0750,KPL1934_CDC4709_98_CDS_1671,ATCC_51524_CDS_1402,KPL1939_CDC4792_99_CDS_1614,KPL1938_CDC4791_99_CDS_1528,KPL1937_CDC4199_99_CDS_0506,KPL1933_CDC4545_98_CDS_0239,KPL1932_CDC4420_98_CDS_0440,KPL1931_CDC4294_98_CDS_0764,KPL1930_CDC2949_98_CDS_0272,KPL1922_CDC39_95_CDS_1601
KPL3911_CDS_1756,shell,Acetyl esterase,17,17,1,NA,NA,,,,968,1100,1018.65,,KPL3043_CDS_1691,KPL3050_CDS_1814,KPL3052_CDS_1797,KPL3065_CDS_1671,,KPL3070_CDS_1721,,KPL3084_CDS_1741,KPL3086_CDS_1683,,KPL3246_CDS_1704,KPL3250_CDS_1687,KPL3256_CDS_1304,,KPL3274_CDS_1657,KPL3911_CDS_1756,,KPL1934_CDC4709_98_CDS_0339,,,KPL1938_CDC4791_99_CDS_1628,KPL1937_CDC4199_99_CDS_1490,,KPL1932_CDC4420_98_CDS_1482,,,KPL1922_CDC39_95_CDS_0976
KPL1914_CDS_1392,cloud,Tyrosine recombinase XerC,1,1,1,NA,NA,,,,1151,1151,1151,,,,,,,,,,,,,,,,,,KPL1914_CDS_1392,,,,,,,,,,
KPL1934_CDC4709_98_CDS_1606,cloud,hypothetical protein,1,1,1,NA,NA,,,,560,560,560,,,,,,,,,,,,,,,,,,,KPL1934_CDC4709_98_CDS_1606,,,,,,,,,
ATCC_51524_CDS_0916,cloud,hypothetical protein,1,1,1,NA,NA,,,,215,215,215,,,,,,,,,,,,,,,,,,,,ATCC_51524_CDS_0916,,,,,,,,
KPL1939_CDC4792_99_CDS_0000,cloud,hypothetical protein,1,1,1,NA,NA,,,,179,179,179,,,,,,,,,,,,,,,,,,,,,KPL1939_CDC4792_99_CDS_0000,,,,,,,
KPL1939_CDC4792_99_CDS_0096,cloud,Hyaluronate lyase,2,2,1,NA,NA,,,,3476,3476,3476,,,,,,,,,,,,,,,,,,,,,KPL1939_CDC4792_99_CDS_0096,KPL1938_CDC4791_99_CDS_0886,,,,,,
KPL1939_CDC4792_99_CDS_0448,cloud,HTH-type transcriptional regulator GlvR,2,2,1,NA,NA,,,,770,770,770,,,,,,,,,,,,,,,,,,,,,KPL1939_CDC4792_99_CDS_0448,,,KPL1933_CDC4545_98_CDS_0823,,,,
KPL1938_CDC4791_99_CDS_0378,shell,hypothetical protein,9,14,1.56,NA,NA,,,,251,1310,806,,,,"KPL3052_CDS_0973 ""KPL3052_CDS_0972""",,,,"KPL3077_CDS_0343 ""KPL3077_CDS_0342""",,,"KPL3090_CDS_0989 ""KPL3090_CDS_0988""",,,,,,,KPL1914_CDS_1200,,,,KPL1938_CDC4791_99_CDS_0378,KPL1937_CDC4199_99_CDS_1163,,"KPL1932_CDC4420_98_CDS_0087 ""KPL1932_CDC4420_98_CDS_0086""","KPL1931_CDC4294_98_CDS_0609 ""KPL1931_CDC4294_98_CDS_0608""",KPL1930_CDC2949_98_CDS_1272,
KPL1938_CDC4791_99_CDS_0410,cloud,hypothetical protein,1,1,1,NA,NA,,,,383,383,383,,,,,,,,,,,,,,,,,,,,,,KPL1938_CDC4791_99_CDS_0410,,,,,,
KPL1937_CDC4199_99_CDS_0958,persistent,Tyrosine--tRNA ligase,28,28,1,NA,NA,,,,1268,1274,1268.86,KPL3033_CDS_0175,KPL3043_CDS_0198,KPL3050_CDS_0186,KPL3052_CDS_0172,KPL3065_CDS_0183,KPL3069_CDS_0182,KPL3070_CDS_0187,KPL3077_CDS_1391,KPL3084_CDS_0186,KPL3086_CDS_0182,KPL3090_CDS_0280,KPL3246_CDS_0171,KPL3250_CDS_0156,KPL3256_CDS_1523,KPL3264_CDS_1055,KPL3274_CDS_0186,KPL3911_CDS_0189,KPL1914_CDS_0144,KPL1934_CDC4709_98_CDS_0547,ATCC_51524_CDS_0341,KPL1939_CDC4792_99_CDS_0838,KPL1938_CDC4791_99_CDS_1457,KPL1937_CDC4199_99_CDS_0958,KPL1933_CDC4545_98_CDS_0918,KPL1932_CDC4420_98_CDS_1027,KPL1931_CDC4294_98_CDS_1474,KPL1930_CDC2949_98_CDS_0787,KPL1922_CDC39_95_CDS_1137
KPL1937_CDC4199_99_CDS_1694,cloud,hypothetical protein,1,1,1,NA,NA,,,,116,116,116,,,,,,,,,,,,,,,,,,,,,,,KPL1937_CDC4199_99_CDS_1694,,,,,
KPL1933_CDC4545_98_CDS_1083,cloud,hypothetical protein,2,2,1,NA,NA,,,,512,560,536,,,,,,,,,,,KPL3090_CDS_0043,,,,,,,,,,,,,KPL1933_CDC4545_98_CDS_1083,,,,
KPL1932_CDC4420_98_CDS_0212,cloud,hypothetical protein,2,2,1,NA,NA,,,,128,128,128,,,,,,,,,,,KPL3090_CDS_0113,,,,,,,,,,,,,,KPL1932_CDC4420_98_CDS_0212,,,
KPL1932_CDC4420_98_CDS_0244,cloud,hypothetical protein,1,1,1,NA,NA,,,,218,218,218,,,,,,,,,,,,,,,,,,,,,,,,,KPL1932_CDC4420_98_CDS_0244,,,
KPL1932_CDC4420_98_CDS_0308,cloud,hypothetical protein,4,4,1,NA,NA,,,,611,611,611,,,,KPL3052_CDS_0834,,,KPL3070_CDS_0767,,,,,,,,,KPL3274_CDS_0730,,,,,,,,,KPL1932_CDC4420_98_CDS_0308,,,
KPL1931_CDC4294_98_CDS_0900,cloud,hypothetical protein,1,1,1,NA,NA,,,,413,413,413,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98_CDS_0900,,
KPL1931_CDC4294_98_CDS_0932,cloud,hypothetical protein,1,1,1,NA,NA,,,,146,146,146,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98_CDS_0932,,
KPL1931_CDC4294_98_CDS_0964,cloud,hypothetical protein,1,1,1,NA,NA,,,,1973,1973,1973,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98_CDS_0964,,
KPL1931_CDC4294_98_CDS_1028,cloud,hypothetical protein,1,1,1,NA,NA,,,,539,539,539,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98_CDS_1028,,
KPL1931_CDC4294_98_CDS_1316,persistent,Diacylglycerol kinase,28,28,1,NA,NA,,,,788,974,962,KPL3033_CDS_1011,KPL3043_CDS_1028,KPL3050_CDS_1136,KPL3052_CDS_1137,KPL3065_CDS_1010,KPL3069_CDS_1118,KPL3070_CDS_1048,KPL3077_CDS_0515,KPL3084_CDS_1068,KPL3086_CDS_1023,KPL3090_CDS_1151,KPL3246_CDS_1046,KPL3250_CDS_1027,KPL3256_CDS_0637,KPL3264_CDS_0195,KPL3274_CDS_1000,KPL3911_CDS_1092,KPL1914_CDS_1020,KPL1934_CDC4709_98_CDS_1433,ATCC_51524_CDS_0882,KPL1939_CDC4792_99_CDS_0935,KPL1938_CDC4791_99_CDS_1062,KPL1937_CDC4199_99_CDS_1716,KPL1933_CDC4545_98_CDS_0406,KPL1932_CDC4420_98_CDS_0825,KPL1931_CDC4294_98_CDS_1316,KPL1930_CDC2949_98_CDS_0649,KPL1922_CDC39_95_CDS_0123
KPL1931_CDC4294_98_CDS_1700,cloud,hypothetical protein,3,3,1,NA,NA,,,,638,638,638,,,,,,,,,,,KPL3090_CDS_0105,,,KPL3256_CDS_0025,,,,,,,,,,,,KPL1931_CDC4294_98_CDS_1700,,
KPL1930_CDC2949_98_CDS_0682,cloud,hypothetical protein,1,1,1,NA,NA,,,,926,926,926,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1930_CDC2949_98_CDS_0682,
KPL1922_CDC39_95_CDS_0526,cloud,hypothetical protein,1,1,1,NA,NA,,,,2105,2105,2105,,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1922_CDC39_95_CDS_0526
KPL1922_CDC39_95_CDS_0974,persistent,Leukotoxin export ATP-binding protein LtxB,27,27,1,NA,NA,,,,341,689,551.22,KPL3033_CDS_1786,KPL3043_CDS_1700,KPL3050_CDS_1823,KPL3052_CDS_1806,KPL3065_CDS_1680,KPL3069_CDS_1855,KPL3070_CDS_1723,KPL3077_CDS_1190,KPL3084_CDS_1743,KPL3086_CDS_1692,KPL3090_CDS_1879,KPL3246_CDS_1706,KPL3250_CDS_1696,KPL3256_CDS_1313,KPL3264_CDS_1266,,KPL3911_CDS_1758,KPL1914_CDS_0346,KPL1934_CDC4709_98_CDS_0348,ATCC_51524_CDS_0548,KPL1939_CDC4792_99_CDS_0629,KPL1938_CDC4791_99_CDS_1630,KPL1937_CDC4199_99_CDS_1492,KPL1933_CDC4545_98_CDS_1137,KPL1932_CDC4420_98_CDS_1484,KPL1931_CDC4294_98_CDS_1640,KPL1930_CDC2949_98_CDS_0358,KPL1922_CDC39_95_CDS_0974
KPL1922_CDC39_95_CDS_1294,persistent,putative murein peptide carboxypeptidase,28,28,1,NA,NA,,,,1049,1058,1050.29,KPL3033_CDS_0790,KPL3043_CDS_0815,KPL3050_CDS_0918,KPL3052_CDS_0915,KPL3065_CDS_0803,KPL3069_CDS_0911,KPL3070_CDS_0844,KPL3077_CDS_0271,KPL3084_CDS_0863,KPL3086_CDS_0804,KPL3090_CDS_0926,KPL3246_CDS_0836,KPL3250_CDS_0804,KPL3256_CDS_0438,KPL3264_CDS_0415,KPL3274_CDS_0803,KPL3911_CDS_0886,KPL1914_CDS_1261,KPL1934_CDC4709_98_CDS_1224,ATCC_51524_CDS_1118,KPL1939_CDC4792_99_CDS_1157,KPL1938_CDC4791_99_CDS_0322,KPL1937_CDC4199_99_CDS_0220,KPL1933_CDC4545_98_CDS_0617,KPL1932_CDC4420_98_CDS_0143,KPL1931_CDC4294_98_CDS_0545,KPL1930_CDC2949_98_CDS_1333,KPL1922_CDC39_95_CDS_1294
KPL3043_CDS_0257,shell,hypothetical protein,20,25,1.25,NA,NA,,,,488,1247,1185.44,KPL3033_CDS_0235,"KPL3043_CDS_0257 ""KPL3043_CDS_0495""",KPL3050_CDS_0247,,"KPL3065_CDS_0244 ""KPL3065_CDS_0481""","KPL3069_CDS_0525 ""KPL3069_CDS_0241""",,KPL3077_CDS_1452,,"KPL3086_CDS_0242 ""KPL3086_CDS_0241"" ""KPL3086_CDS_0479""",KPL3090_CDS_0592,KPL3246_CDS_0507,KPL3250_CDS_0476,,KPL3264_CDS_0753,KPL3274_CDS_0244,,KPL1914_CDS_1591,,ATCC_51524_CDS_0282,KPL1939_CDC4792_99_CDS_0416,KPL1938_CDC4791_99_CDS_1190,KPL1937_CDC4199_99_CDS_0899,,KPL1932_CDC4420_98_CDS_1086,,KPL1930_CDC2949_98_CDS_0847,KPL1922_CDC39_95_CDS_1077
KPL3043_CDS_0737,cloud,hypothetical protein,5,5,1,NA,NA,,,,164,452,337.4,,KPL3043_CDS_0737,,,KPL3065_CDS_0725,,,,,KPL3086_CDS_0726,KPL3090_CDS_0844,,,,,,,,,,KPL1939_CDC4792_99_CDS_1235,,,,,,,
KPL3043_CDS_1473,shell,Putative HMP/thiamine-binding protein YkoF,18,18,1,NA,NA,,,,629,629,629,,KPL3043_CDS_1473,,,,KPL3069_CDS_1624,KPL3070_CDS_1468,,KPL3084_CDS_1493,,KPL3090_CDS_1655,KPL3246_CDS_1464,,KPL3256_CDS_1072,KPL3264_CDS_1510,KPL3274_CDS_1427,KPL3911_CDS_1511,KPL1914_CDS_0581,KPL1934_CDC4709_98_CDS_0112,ATCC_51524_CDS_1567,KPL1939_CDC4792_99_CDS_1447,,KPL1937_CDC4199_99_CDS_0673,,,KPL1931_CDC4294_98_CDS_0070,KPL1930_CDC2949_98_CDS_0089,KPL1922_CDC39_95_CDS_0796
KPL3050_CDS_0527,cloud,hypothetical protein,1,1,1,NA,NA,,,,992,992,992,,,KPL3050_CDS_0527,,,,,,,,,,,,,,,,,,,,,,,,,
KPL3050_CDS_0847,cloud,hypothetical protein,5,5,1,NA,NA,,,,206,206,206,,KPL3043_CDS_0751,KPL3050_CDS_0847,,KPL3065_CDS_0739,,,,,KPL3086_CDS_0740,,,,,,,,,,,,KPL1938_CDC4791_99_CDS_0258,,,,,,
KPL3050_CDS_1327,shell,hypothetical protein,10,10,1,NA,NA,,,,5324,5405,5387.6,,,KPL3050_CDS_1327,KPL3052_CDS_1317,,,,,,,,KPL3246_CDS_1233,,,KPL3264_CDS_1751,,,,KPL1934_CDC4709_98_CDS_1617,,,KPL1938_CDC4791_99_CDS_0856,KPL1937_CDC4199_99_CDS_1368,KPL1933_CDC4545_98_CDS_1674,KPL1932_CDC4420_98_CDS_0678,,KPL1930_CDC2949_98_CDS_1005,
KPL3052_CDS_0831,cloud,hypothetical protein,2,2,1,NA,NA,,,,1163,1172,1167.5,,,,KPL3052_CDS_0831,,,,,,,,,,,,KPL3274_CDS_0727,,,,,,,,,,,,
KPL3065_CDS_0131,cloud,hypothetical protein,3,3,1,NA,NA,,,,419,419,419,,KPL3043_CDS_0146,,,KPL3065_CDS_0131,,,,,KPL3086_CDS_0131,,,,,,,,,,,,,,,,,,
KPL3065_CDS_1187,shell,Multidrug resistance ABC transporter ATP-binding and permease protein,18,18,1,NA,NA,,,,269,413,367.17,,KPL3043_CDS_1203,KPL3050_CDS_1315,,KPL3065_CDS_1187,KPL3069_CDS_1297,KPL3070_CDS_1217,KPL3077_CDS_0690,KPL3084_CDS_1241,KPL3086_CDS_1199,,KPL3246_CDS_1221,,KPL3256_CDS_0818,KPL3264_CDS_0006,,KPL3911_CDS_1267,KPL1914_CDS_0825,,,,KPL1938_CDC4791_99_CDS_0840,KPL1937_CDC4199_99_CDS_1434,KPL1933_CDC4545_98_CDS_1662,KPL1932_CDC4420_98_CDS_0662,KPL1931_CDC4294_98_CDS_0269,,
KPL3069_CDS_0549,cloud,hypothetical protein,7,8,1.14,NA,NA,,,,548,1541,1350.5,KPL3033_CDS_1058,,KPL3050_CDS_0547,KPL3052_CDS_0548,,KPL3069_CDS_0549,,KPL3077_CDS_1759,,,,,,,,,,,KPL1934_CDC4709_98_CDS_0889,,,,"KPL1937_CDC4199_99_CDS_0215 ""KPL1937_CDC4199_99_CDS_0214""",,,,,
KPL3069_CDS_1349,cloud,hypothetical protein,1,1,1,NA,NA,,,,7082,7082,7082,,,,,,KPL3069_CDS_1349,,,,,,,,,,,,,,,,,,,,,,
KPL3069_CDS_1381,cloud,hypothetical protein,1,1,1,NA,NA,,,,341,341,341,,,,,,KPL3069_CDS_1381,,,,,,,,,,,,,,,,,,,,,,
KPL3069_CDS_1765,shell,hypothetical protein,9,9,1,NA,NA,,,,4478,4478,4478,,,,KPL3052_CDS_1711,,KPL3069_CDS_1765,,,,,,KPL3246_CDS_1623,,,KPL3264_CDS_1353,,,,KPL1934_CDC4709_98_CDS_0255,ATCC_51524_CDS_0629,,KPL1938_CDC4791_99_CDS_0506,,,KPL1932_CDC4420_98_CDS_0990,,KPL1930_CDC2949_98_CDS_0039,
KPL3077_CDS_1133,persistent,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase,28,28,1,NA,NA,,,,1532,1541,1533.93,KPL3033_CDS_1737,KPL3043_CDS_1644,KPL3050_CDS_1771,KPL3052_CDS_1748,KPL3065_CDS_1623,KPL3069_CDS_1802,KPL3070_CDS_1670,KPL3077_CDS_1133,KPL3084_CDS_1691,KPL3086_CDS_1636,KPL3090_CDS_1821,KPL3246_CDS_1659,KPL3250_CDS_1639,KPL3256_CDS_1254,KPL3264_CDS_1315,KPL3274_CDS_1616,KPL3911_CDS_1706,KPL1914_CDS_0394,KPL1934_CDC4709_98_CDS_0292,ATCC_51524_CDS_0596,KPL1939_CDC4792_99_CDS_1656,KPL1938_CDC4791_99_CDS_0469,KPL1937_CDC4199_99_CDS_1306,KPL1933_CDC4545_98_CDS_1482,KPL1932_CDC4420_98_CDS_0951,KPL1931_CDC4294_98_CDS_1383,KPL1930_CDC2949_98_CDS_0615,KPL1922_CDC39_95_CDS_0644
KPL3077_CDS_1741,cloud,hypothetical protein,7,7,1,NA,NA,,,,308,308,308,KPL3033_CDS_1076,,KPL3050_CDS_0529,KPL3052_CDS_0530,,KPL3069_CDS_0531,,KPL3077_CDS_1741,,,,,,,,,,,KPL1934_CDC4709_98_CDS_0871,,,,KPL1937_CDC4199_99_CDS_0196,,,,,
KPL3084_CDS_0416,cloud,hypothetical protein,6,6,1,NA,NA,,,,521,521,521,,,,KPL3052_CDS_0393,,,KPL3070_CDS_0411,,KPL3084_CDS_0416,,,KPL3246_CDS_0406,,,,,KPL3911_CDS_0418,,,ATCC_51524_CDS_0127,,,,,,,,
KPL3084_CDS_1504,cloud,hypothetical protein,4,4,1,NA,NA,,,,482,677,628.25,,,,,,,KPL3070_CDS_1478,KPL3077_CDS_0944,KPL3084_CDS_1504,,,,,,,,KPL3911_CDS_1522,,,,,,,,,,,
KPL3086_CDS_1635,persistent,RNA polymerase sigma-54 factor 1,28,28,1,NA,NA,,,,1184,1301,1289.11,KPL3033_CDS_1736,KPL3043_CDS_1643,KPL3050_CDS_1770,KPL3052_CDS_1747,KPL3065_CDS_1622,KPL3069_CDS_1801,KPL3070_CDS_1669,KPL3077_CDS_1132,KPL3084_CDS_1690,KPL3086_CDS_1635,KPL3090_CDS_1820,KPL3246_CDS_1658,KPL3250_CDS_1638,KPL3256_CDS_1253,KPL3264_CDS_1316,KPL3274_CDS_1615,KPL3911_CDS_1705,KPL1914_CDS_0395,KPL1934_CDC4709_98_CDS_0291,ATCC_51524_CDS_0597,KPL1939_CDC4792_99_CDS_1657,KPL1938_CDC4791_99_CDS_0470,KPL1937_CDC4199_99_CDS_1305,KPL1933_CDC4545_98_CDS_1481,KPL1932_CDC4420_98_CDS_0952,KPL1931_CDC4294_98_CDS_1382,KPL1930_CDC2949_98_CDS_0614,KPL1922_CDC39_95_CDS_0643
KPL3090_CDS_0153,cloud,hypothetical protein,3,4,1.33,NA,NA,,,,950,950,950,,,,,,KPL3069_CDS_1363,,,,,"KPL3090_CDS_0153 ""KPL3090_CDS_1476""",,,,,,,,,,,,,,,KPL1931_CDC4294_98_CDS_1064,,
